"name","typeString","addressLineOne","addressLineTwo","city","state","zipFive","zipFour","county","isPoBoxLocation","phone","drivingDirectionsLink","grantNumber","delegateNumber","programName","programAddressLineOne","programAddressLineTwo","programCity","programState","programZipFive","programZipFour","programCounty","programPhone","programRegistrationPhone","latitude","longitude"
"Cuddle Care Infant Toddler and Child Care","Head Start and Early Head Start","159 E 144th St","","Riverdale","IL","60827","2862","Cook County",false,"(708) 849-8875","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6338,-87.6178","05CH011615","200","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(708) 849-8875","(708)434-2522",41.6338,-87.6178
"Academy for Children II","Head Start and Early Head Start","19131 Burnham Ave","","Lansing","IL","60438","3820","Cook County",false,"(219) 427-8274","https://maps.google.com?saddr=40.633,-89.399&daddr=41.5473,-87.5388","05CH011615","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(219) 427-8274","(708)434-2522",41.5473,-87.5388
"Quincy Home-based Site-First Christian Church","Early Head Start","1415 Maine St","","Quincy","IL","62301","4260","Adams County",false,"(217) 214-7228","https://maps.google.com?saddr=40.633,-89.399&daddr=39.9323,-91.3929","05CH010617","200","PACT FOR WEST CENTRAL ILLINOIS","2090 Highway 24"," ","Camp Point","IL","62320","2218","Adams County","(217) 214-7228","(217)773-3903",39.9323,-91.3929
"Kids Tech Discovery Center","Head Start and Early Head Start","14224 S Indiana Ave","","Riverdale","IL","60827","2507","Cook County",false,"(708) 201-7300","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6363,-87.6176","05CH011615","200","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(708) 201-7300","(708)434-2522",41.6363,-87.6176
"Ada S McKinley - Children's Center (Halsted)","Early Head Start","12803 S Halsted St","","Chicago","IL","60628","7430","Cook County",false,"(773) 264-5175","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6612,-87.641","05HP000439","201","Ada S. McKinley Community Services","1359 W Washington Blvd","","Chicago","IL","60607","1905","Cook County","(773) 264-5175","(312)554-0600",41.6612,-87.641
"Ada S. McKinley Community Services-Children's Center (Halsted)","Head Start and Early Head Start","12803 S Halsted St","","Chicago","IL","60628","7430","Cook County",false,"(773) 960-4776","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6612,-87.641","05CH012050","008","Ada S. McKinley Community Services","1359 W Washington Blvd"," ","Chicago","IL","60607","1905","Cook County","(773) 960-4776","(773)468-1918",41.6612,-87.641
"Easterseals EHS Home Based Program","Head Start and Early Head Start","4415 Harrison St","Ste 510","Hillside","IL","60162","1907","Cook County",false,"(708) 330-4541","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8692,-87.8927","05CH011615","200","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(708) 330-4541","(708)434-2522",41.8692,-87.8927
"CUMBERLAND ~ Greenup & Home-Based","Head Start","215 N Jay Hayden Dr","","Greenup","IL","62428","1154","Cumberland County",false,"(217) 500-3080","https://maps.google.com?saddr=40.633,-89.399&daddr=39.2497,-88.1608","05CH011449","000","Embarras River Basin Agency, Inc.","400 W Pleasant St","","Greenup","IL","62428","-1","Cumberland County","(217) 500-3080","(217)923-3113",39.2497,-88.1608
"Academy for Children","Head Start and Early Head Start","2350 Bernice Rd","","Lansing","IL","60438","1008","Cook County",false,"(708) 418-9999","https://maps.google.com?saddr=40.633,-89.399&daddr=41.5796,-87.5604","05CH011615","200","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(708) 418-9999","(708)434-2522",41.5796,-87.5604
"Nurturing Developmental and Learning Academy II","Head Start and Early Head Start","835 E Sibley Blvd","","South Holland","IL","60473","1165","Cook County",false,"(708) 333-1355","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6222,-87.5961","05CH011615","200","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(708) 333-1355","(708)434-2522",41.6222,-87.5961
"IAFC - Dolton Early Learning Center","Head Start and Early Head Start","729 Engle St","","Dolton","IL","60419","1720","Cook County",false,"(708) 365-1546","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6301,-87.6029","05CH011751","000","Illinois Action for Children","4753 N Broadway St Ste 1200","","Chicago","IL","60640","4982","Cook County","(708) 365-1546","(708)365-1500",41.6301,-87.6029
"Summerdale Early Education Center","Head Start","3320 Glenwood Ave","","Rockford","IL","61101","3468","Winnebago County",false,"(815) 966-3280","https://maps.google.com?saddr=40.633,-89.399&daddr=42.3002,-89.1056","05CH010616","000","City of Rockford, Human Services Dept.","425 E State St"," ","Rockford","IL","61104","1014","Winnebago County","(815) 966-3280","(779)348-7169",42.3002,-89.1056
"Southwest Macoupin County Head Start Center","Head Start","201 E City Limits Rd","Brighton North Primary School","Brighton","IL","62012","2344","Macoupin County",false,"(618) 372-4401","https://maps.google.com?saddr=40.633,-89.399&daddr=39.0502,-90.1398","05CH012028","000","Illinois Valley Economic Development Corporation","223 S Macoupin St","","Gillespie","IL","62033","1605","Macoupin County","(618) 372-4401","(217)839-4431",39.0502,-90.1398
"House of Kids","Early Head Start","3800 W 84th St","","Chicago","IL","60652","3214","Cook County",false,"(708) 705-0384","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7408,-87.717","05HP000440","200","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","(708) 705-0384","(708) 705-0384",41.7408,-87.717
"House of Kidds Child Care Center","Head Start","3800 W 84th St","","Chicago","IL","60652","3214","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7408,-87.717","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.7408,-87.717
"El Valor Corporation-Power Daycare","Head Start and Early Head Start","725 W 123rd St","","Chicago","IL","60628","6448","Cook County",false,"(773) 568-5794","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6705,-87.6403","05CH012050","015","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 568-5794","(312)997-2021",41.6705,-87.6403
"Star Kids Math & Science Academy","Head Start and Early Head Start","11053 S Vincennes Ave","","Chicago","IL","60643","3557","Cook County",false,"(773) 779-5900","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6924,-87.6629","05CH012056","000","Henry Booth House","2907 S Wabash Ave","Ste 205","Chicago","IL","60616","3271","Cook County","(773) 779-5900","(312)949-3600 - 3602",41.6924,-87.6629
"YMCA Children's Learning Center","Head Start","2918 Glenwood Ave","","Rockford","IL","61101","3545","Winnebago County",false,"(815) 977-4576","https://maps.google.com?saddr=40.633,-89.399&daddr=42.3007,-89.1023","05CH010616","000","City of Rockford, Human Services Dept.","425 E State St"," ","Rockford","IL","61104","1014","Winnebago County","(815) 977-4576","(779)348-7169",42.3007,-89.1023
"El Valor Corporation-Kidz Colony Day Care","Head Start","6287 S Archer Ave","","Chicago","IL","60638","2547","Cook County",false,"(773) 767-8522","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7931,-87.7779","05CH012050","015","El Valor Corporation","1850 W 21st St"," ","Chicago","IL","60608","2715","Cook County","(773) 767-8522","(312)997-2021",41.7931,-87.7779
"Early Childhood and Family Center","Head Start","401 S 8th St","","Quincy","IL","62301","4149","Adams County",false,"(217) 228-7121","https://maps.google.com?saddr=40.633,-89.399&daddr=39.9276,-91.4025","05CH011747","000","Quincy Early Childhood","1416 Maine St","","Quincy","IL","62301","4261","Adams County","(217) 228-7121","(217)228-7121",39.9276,-91.4025
"Amita Health EHS Home Based Program","Early Head Start","9855 W Roosevelt Rd","","Westchester","IL","60154","2758","Cook County",false,"(708) 547-7341","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8634,-87.8699","05CH011615","200","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(708) 547-7341","(708)434-2522",41.8634,-87.8699
"A Step Up Career Academy","Head Start","2745 Bernice Rd","","Lansing","IL","60438","1011","Cook County",false,"(708) 474-2511","https://maps.google.com?saddr=40.633,-89.399&daddr=41.5789,-87.5501","05CH011751","000","Illinois Action for Children","4753 N Broadway St Ste 1200","","Chicago","IL","60640","4982","Cook County","(708) 474-2511","(708)365-1500",41.5789,-87.5501
"Gads Hill - Peachtree Educational Daycare 2","Early Head Start","1431 W 111th St","","Chicago","IL","60643","3623","Cook County",false,"(773) 776-9043","https://maps.google.com?saddr=40.633,-89.399&daddr=41.692,-87.6582","05HP000439","208","Gads Hill Center","1919 W Cullerton St","","Chicago","IL","60608","2618","Cook County","(773) 776-9043","(312)226-0963",41.692,-87.6582
"Peachtree Educational Daycare","Head Start","1431 W 111th St","","Chicago","IL","60643","3623","Cook County",false,"(773) 776-9043","https://maps.google.com?saddr=40.633,-89.399&daddr=41.692,-87.6582","05CH012065","002","Gads Hill Center","1919 W Cullerton St"," ","Chicago","IL","60608","2618","Cook County","(773) 776-9043","(312)226-0963",41.692,-87.6582
"Ada S. McKinley Community Services-Bunnyland Day Care","Head Start","545 W 119th St","","Chicago","IL","60628","5947","Cook County",false,"(773) 671-7856","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6776,-87.6365","05CH012050","008","Ada S. McKinley Community Services","1359 W Washington Blvd"," ","Chicago","IL","60607","1905","Cook County","(773) 671-7856","(773)468-1918",41.6776,-87.6365
"St. Pius","Head Start and Early Head Start","6801 W 43rd St","","Stickney","IL","60402","-1","Cook County",false,"(708) 222-4519","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8139,-87.7933","05CH011626","001","The Children's Center of Cicero-Berwyn, Inc.","5341 W Cermak Rd"," ","Cicero","IL","60804","2817","Cook County","(708) 222-4519","(708) 222-4519",41.8139,-87.7933
"M & E Daycare LLC","Head Start","3728 W 79th St","","Chicago","IL","60652","1832","Cook County",false,"(773) 585-7979","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7499,-87.7152","05CH012065","002","Gads Hill Center","1919 W Cullerton St"," ","Chicago","IL","60608","2618","Cook County","(773) 585-7979","(312)226-0963",41.7499,-87.7152
"Jump for Joy Child Care Academy South","Early Head Start","3833 S Harlem Ave","","Berwyn","IL","60402","3925","Cook County",false,"(708) 484-9640","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8218,-87.8022","05HP000432","200","Proviso Leyden Council for Community Action, Inc.","411 Madison St"," ","Maywood","IL","60153","2136","Cook County","(708) 484-9640","(708)865-0608 - 300",41.8218,-87.8022
"Kiddie Academy - Carptentersville","Head Start","112 Tay River Dr","","Carpentersville","IL","60110","2800","Kane County",false,"(847) 844-8600","https://maps.google.com?saddr=40.633,-89.399&daddr=42.1089,-88.2995","05CH011765","000","YWCA Metropolitan Chicago","2055 W Army Trail Rd","Ste 140","Addison","IL","60101","1478","DuPage County","(847) 844-8600","(847) 844-8600",42.1089,-88.2995
"Chicago Youth Centers-Pathways to Learning Child Care Center","Head Start and Early Head Start","3450 W 79th St","","Chicago","IL","60652","1442","Cook County",false,"(773) 436-9244","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7498,-87.7092","05CH012050","001","Chicago Youth Centers","218 S Wabash Ave","Ste 600","Chicago","IL","60604","2314","Cook County","(773) 436-9244","(312)913-1700 - 425",41.7498,-87.7092
"Chicago Youth Centers - Pathways to Learning Child Care Center","Early Head Start","3450 W 79th St","# 56","Chicago","IL","60652","1442","Cook County",false,"(773) 436-9249","https://maps.google.com?saddr=40.633,-89.399&daddr=41.75,-87.7092","05HP000439","205","Chicago Youth Centers","218 S Wabash Suite 600","","Chicago","IL","60604","-1","Cook County","(773) 436-9249","(312)913-1700 - 425",41.75,-87.7092
"Chicago Youth Centers - Pathways to Learning Infant Center","Early Head Start","3438 W 79th St","","Chicago","IL","60652","1442","Cook County",false,"(773) 439-9244","https://maps.google.com?saddr=40.633,-89.399&daddr=41.7499,-87.7088","05HP000439","205","Chicago Youth Centers","218 S Wabash Suite 600","","Chicago","IL","60604","-1","Cook County","(773) 439-9244","(312)913-1700 - 425",41.7499,-87.7088
"Little Achievers Child Care Development Center","Head Start and Early Head Start","539 Bellwood Ave","","Bellwood","IL","60104","1868","Cook County",false,"(708) 544-6302","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8821,-87.878","05CH011615","200","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(708) 544-6302","(708)434-2522",41.8821,-87.878
"TBD","Head Start and Early Head Start","106 W 119th St","","Chicago","IL","60628","6122","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6782,-87.6255","05CH012058","000","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.6782,-87.6255
"Ada S McKinley - J & L Family Learning Day Care","Early Head Start","11640 S Wentworth Ave","","Chicago","IL","60628","5412","Cook County",false,"(773) 821-1808","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6823,-87.6277","05HP000150","201","Ada S. McKinley Community Services","11400 S Edbrooke Ave","","Chicago","IL","60628","4930","Cook County","(773) 821-1808","(773)468-1918",41.6823,-87.6277
"Grandma Jones Daycare III","Early Head Start","1810 Sibley Blvd","Calumet City","Calumet City","IL","60409","2216","Cook County",false,"(708) 730-9467","https://maps.google.com?saddr=40.633,-89.399&daddr=41.623,-87.5693","05CH011615","200","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(708) 730-9467","(708)434-2522",41.623,-87.5693
"Ada S McKinley - J & L Family Learning Day Care","Early Head Start","11640 S Wentworth Ave","","Chicago","IL","60628","5412","Cook County",false,"(773) 821-1808","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6823,-87.6277","05HP000439","201","Ada S. McKinley Community Services","1359 W Washington Blvd","","Chicago","IL","60607","1905","Cook County","(773) 821-1808","(312)554-0600",41.6823,-87.6277
"Ada S. McKinley Community Services-J & L Family Learning Day","Head Start","11640 S Wentworth Ave","","Chicago","IL","60628","5412","Cook County",false,"(773) 821-1808","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6823,-87.6277","05CH012050","008","Ada S. McKinley Community Services","1359 W Washington Blvd"," ","Chicago","IL","60607","1905","Cook County","(773) 821-1808","(773)468-1918",41.6823,-87.6277
"TBD 2","Early Head Start","7 E 119th St","","Chicago","IL","60628","6117","Cook County",false,"","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6778,-87.6222","05CH012058","200","Carole Robertson Center for Learning","1111 S Western Ave","Ste B","Chicago","IL","60612","4146","Cook County","","(312)243-7300",41.6778,-87.6222
"Amita Child Developmental Center","Head Start","330 Eastern Ave","","Bellwood","IL","60104","1531","Cook County",false,"(708) 547-7341","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8861,-87.8739","05CH011615","000","Easter Seals Metropolitan Chicago, Inc.","1939 W 13th St Ste 300","","Chicago","IL","60608","1237","Cook County","(708) 547-7341","(708)434-2522",41.8861,-87.8739
"Presence Developmental Center","Early Head Start","330 Eastern Ave","","Bellwood","IL","60104","1531","Cook County",false,"(708) 547-7341","https://maps.google.com?saddr=40.633,-89.399&daddr=41.8861,-87.8739","05HP000432","200","Proviso Leyden Council for Community Action, Inc.","411 Madison St"," ","Maywood","IL","60153","2136","Cook County","(708) 547-7341","(708)865-0608 - 300",41.8861,-87.8739
"Centers for New Horizons - Altgeld Ingleside","Early Head Start","13107 S Ingleside Ave","","Chicago","IL","60827","-1","Cook County",false,"(773) 468-3055","https://maps.google.com?saddr=40.633,-89.399&daddr=41.6573,-87.5991","05HP000439","203","Centers For New Horizons, Inc.","4150 South King Drive","","Chicago","IL","60653","2616","Cook County","(773) 468-3055","(773)373-5700",41.6573,-87.5991
